REGION,DISTRICT,WARD,SCHOOL NAME,SCHOOL REG. NUMBER,NECTA EXAM CENTRE NO.,SCHOOL OWNERSHIP,Form 1-Boys,Form 1-Girls,Form 2-Boys,Form 2-Girls,Form 3-Boys,Form 3-Girls,Form 4-Boys,Form 4-Girls,Form 5-Boys,Form 5-Girls,Form 6-Boys,Form 6-Girls,Total Boys,Total Girls,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR,Pass Rate (2016),AVERAGE GPA 2016,BAND OF SCHOOL 2016,BAND OF SCHOOL 2015,RANK OF SCHOOL 2016,RANK OF SCHOOL 2015,Candidates
MOROGORO,GAIRO,MANDEGE,NJUNGWA,S.4320,S4437,GOVERNMENT,12,21,14,15,5,9,7,3,,,,,38,48,4,0,4,0,21.5,21.5,75,4.0478,7,10,552,1130,LESS THAN 40
MOROGORO,KILOSA,KIMAMBA B,MKULO,S.4321,S4438,GOVERNMENT,45,48,64,48,15,11,11,11,,,,,135,118,14,7,14,7,12.0,12.0,64,4.3654,8,8,2316,2280,MORE THAN 40
MWANZA,SENGEREMA,NYAMAZUGO,NYAMAZUGO,S.4322,S4427,GOVERNMENT,47,19,72,45,15,13,15,12,,,,,149,89,11,3,11,3,17.0,17.0,88,4.2816,7,8,945,2723,LESS THAN 40
MWANZA,SENGEREMA,MWABALUHI,MWABALUHI,S.4323,S4428,GOVERNMENT,121,101,102,101,93,87,77,57,,,,,393,346,22,28,22,28,14.8,14.8,81,4.0028,7,7,1047,987,MORE THAN 40
MWANZA,SENGEREMA,KAHUMULO,LUSIKWI,S.4324,S4429,GOVERNMENT,66,48,47,53,35,25,29,19,,,,,177,145,13,6,13,4,16.9,18.9,77,4.1692,7,8,767,2433,LESS THAN 40
MWANZA,BUCHOSA,BULYAHEKE,LUSHAMBA,S.4325,S4430,GOVERNMENT,125,86,104,78,53,20,44,23,,,,,326,207,11,3,10,3,38.1,41.0,97,3.8395,6,8,314,2773,LESS THAN 40
MWANZA,BUCHOSA,KATWE,KATWE,S.4326,S4431,GOVERNMENT,109,88,87,40,50,29,33,20,,,,,279,177,15,6,15,6,21.7,21.7,66,4.2168,7,9,850,2981,LESS THAN 40
MWANZA,SENGEREMA,BITOTO,BITOTO,S.4327,S4432,GOVERNMENT,49,23,31,36,34,9,31,23,,,,,145,91,12,4,12,4,14.8,14.8,80,3.9843,6,7,467,1566,LESS THAN 40
TABORA,SIKONGE,MISHENI,KAMAGI,S.4328,S4921,GOVERNMENT,37,44,40,49,44,48,10,17,,,,,131,158,16,13,16,13,10.0,10.0,49,4.5011,9,9,2869,3254,MORE THAN 40
MANYARA,MBULU TC,UHURU,GENDA,S.4329,S4351,NON-GOVERNMENT,52,60,77,54,40,54,46,46,,,,,215,214,16,5,7,3,20.4,42.9,100,2.6829,4,3,152,57,MORE THAN 40
RUVUMA,MBINGA,MAGUU,ST.LUISE,S.433,S0234,NON-GOVERNMENT,0,59,0,79,0,75,0,43,0,38,0,44,0,338,14,4,13,3,18.8,21.1,100,2.3359,3,3,74,46,MORE THAN 40
PWANI,BAGAMOYO,MAPINGA,LUTHER GIRLS,S.4330,S4446,NON-GOVERNMENT,0,52,0,39,0,24,0,24,,,,,0,139,10,1,8,1,12.6,15.4,100,2.9955,4,4,69,63,LESS THAN 40
MWANZA,SENGEREMA,NYATUKARA,SENGEREMA ISLAMIC,S.4331,S4445,NON-GOVERNMENT,37,34,79,89,42,50,57,51,,,,,215,224,16,3,5,2,23.1,62.7,96,3.7162,6,5,608,438,MORE THAN 40
MOROGORO,KILOSA,KITETE,KITETE,S.4333,S4903,GOVERNMENT,69,47,64,78,19,20,25,23,,,,,177,168,18,9,18,9,12.8,12.8,32,4.5533,9,9,3015,2985,MORE THAN 40
MOROGORO,KILOSA,MBUMI,MBUMI,S.4334,S5007,GOVERNMENT,35,35,38,32,10,14,9,11,,,,,92,92,10,8,8,5,10.2,14.2,28,4.6957,9,8,3235,904,MORE THAN 40
MOROGORO,KILOSA,ULELING'OMBE,ULELING'OMBE,S.4335,S5070,GOVERNMENT,4,11,11,7,14,17,9,4,,,,,38,39,6,1,6,1,11.0,11.0,71,4.2336,7,0,870,0,LESS THAN 40
KILIMANJARO,MWANGA,MWANGA,GREENBIRD BOYS,S.4336,S4456,NON-GOVERNMENT,15,0,21,0,20,0,26,0,30,0,26,0,138,0,13,9,13,9,6.3,6.3,100,3.0594,5,5,78,150,LESS THAN 40
KATAVI,MPANDA MC,ILEMBO,SISTERS OF USHIRIKA WA NEEMA,S.4337,,NON-GOVERNMENT,5,15,9,15,16,15,11,14,,,,,41,59,7,2,7,2,11.1,11.1,,,,,,,
MBEYA,RUNGWE,KIWIRA,MPANDAPANDA,S.4338,S4460,GOVERNMENT,111,117,88,89,57,44,59,57,,,,,315,307,27,30,18,20,10.9,16.4,67,4.2371,7,7,1799,1433,MORE THAN 40
TANGA,BUMBULI,SONI,SONI ISLAMIC SEMINARI,S.4339,S4462,NON-GOVERNMENT,46,56,52,63,63,59,48,34,,,,,209,212,16,2,11,2,23.4,32.4,100,2.8966,4,4,203,232,MORE THAN 40
IRINGA,KILOLO,UKUMBI,UKUMBI,S.434,S0651,NON-GOVERNMENT,0,3,13,8,10,8,7,10,,,,,30,29,9,1,8,1,5.9,6.6,89,4.1704,7,7,770,1528,LESS THAN 40
MOROGORO,MOROGORO MC,TUNGI,LAMIRIAM,S.4340,S4709,NON-GOVERNMENT,0,63,0,48,0,39,0,29,0,5,,,0,184,13,4,13,4,10.8,10.8,100,2.4209,3,4,30,47,LESS THAN 40
KIGOMA,UVINZA,MGANZA,SAGARA,S.4341,S4463,NON-GOVERNMENT,10,9,13,11,23,10,13,13,,,,,59,43,6,0,3,0,17.0,34.0,100,3.3229,5,6,110,498,LESS THAN 40
MOROGORO,MOROGORO MC,KIHONDA,PADRI PIO,S.4342,S4564,NON-GOVERNMENT,44,40,62,39,54,27,41,26,,,,,201,132,10,2,8,2,27.8,33.3,100,2.5453,4,4,124,135,MORE THAN 40
MOROGORO,IFAKARA TC,KIBAONI,QUEEN MARY'S,S.4343,S4465,NON-GOVERNMENT,19,25,20,13,16,9,20,18,,,,,75,65,8,2,6,2,14.0,17.5,100,3.5333,6,6,165,160,LESS THAN 40
MBEYA,RUNGWE,IPONJOLA,GOD'S BRIDGE,S.4344,S4472,NON-GOVERNMENT,79,92,98,75,68,72,71,66,0,12,,,316,317,26,4,26,4,21.1,21.1,100,3.0496,5,4,251,126,MORE THAN 40
MWANZA,MWANZA CC,LUCHELELE,MALIMBE,S.4345,S4486,NON-GOVERNMENT,11,13,14,11,26,36,24,33,,,,,75,93,9,1,8,1,16.8,18.7,100,3.593,6,5,509,345,MORE THAN 40
DAR ES SALAAM,ILALA MC,KIVUKONI,ST JOSEPH CATHEDRAL,S.4346,,NON-GOVERNMENT,,,,,,,,,188,79,141,98,329,177,17,11,9,10,18.1,26.6,,,,,,,
PWANI,RUFIJI,IKWIRIRI,KAZAMOYO,S.4347,S5080,GOVERNMENT,72,78,71,98,56,46,42,56,,,,,241,278,15,12,15,12,19.2,19.2,24,4.7614,10,8,3264,2389,MORE THAN 40
MOROGORO,ULANGA,VIGOI,ST. JOSEPH SOGA BOYS,S.4348,S4467,NON-GOVERNMENT,54,0,76,0,67,0,82,0,,,,,279,0,15,6,14,6,13.3,14.0,100,2.6432,4,4,140,155,MORE THAN 40
DAR ES SALAAM,UBUNGO,MBEZI,ST. ANN'S,S.4349,S4479,NON-GOVERNMENT,0,55,0,70,0,54,9,37,,,,,9,216,10,4,8,3,16.1,20.5,100,2.7032,4,3,50,46,LESS THAN 40
IRINGA,KILOLO,NG'URUHE,POMERINI,S.435,S0652,NON-GOVERNMENT,63,60,53,63,80,58,46,39,67,43,41,18,350,281,23,6,17,4,21.8,30.0,100,3.6692,6,5,569,349,MORE THAN 40
TANGA,TANGA CC,MAWENI,DON BOSCO TECHNICAL,S.4350,S4474,NON-GOVERNMENT,54,27,61,31,60,30,41,45,,,,,216,133,17,4,16,4,16.6,17.5,100,3.1828,5,4,304,214,MORE THAN 40
RUVUMA,MBINGA,LINDA,MTAZAMO,S.4351,S4494,NON-GOVERNMENT,59,76,36,32,35,17,14,19,,,,,144,144,15,6,14,6,13.7,14.4,97,3.9835,6,6,465,201,LESS THAN 40
RUVUMA,MBINGA,KAMBARAGE,MALINDINDO,S.4352,S4495,NON-GOVERNMENT,48,39,27,28,30,40,20,21,,,,,125,128,10,3,6,3,19.5,28.1,100,3.6194,6,6,534,189,MORE THAN 40
DODOMA,KONDOA,PAHI,TANNER GIRLS,S.4354,S4484,NON-GOVERNMENT,0,13,0,33,0,25,0,37,,,,,0,108,9,2,7,2,9.8,12.0,94,3.7314,6,6,628,738,MORE THAN 40
MARA,BUTIAMA,BUTIAMA,MBEZA BUTETE,S.4355,S4490,NON-GOVERNMENT,17,16,22,20,8,8,18,12,,,,,65,56,8,1,8,1,13.4,13.4,94,3.6603,6,5,213,100,LESS THAN 40
KIGOMA,KASULU,NYAMNYUSI,NICODEMUS,S.4356,S4492,NON-GOVERNMENT,12,19,13,25,16,13,10,5,,,,,51,62,6,1,3,1,16.1,28.3,100,3.5134,6,5,159,119,LESS THAN 40
DAR ES SALAAM,ILALA MC,LIWITI,AFRICAN TABATA,S.4357,S4502,NON-GOVERNMENT,23,12,14,10,15,10,12,15,10,7,6,1,80,55,17,3,9,1,6.8,13.5,100,2.5285,4,3,34,40,LESS THAN 40
MWANZA,ILEMELA MC,NYAKATO,EDEN,S.4358,S4504,NON-GOVERNMENT,13,32,24,35,25,36,28,34,,,,,90,137,14,2,7,1,14.2,28.4,100,3.3896,5,5,396,347,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,KUNDUCHI,ST. GASPAR DE BUFALLO,S.4359,S4584,NON-GOVERNMENT,9,10,10,15,16,12,24,28,,,,,59,65,7,1,7,1,15.5,15.5,88,3.9605,6,6,943,231,MORE THAN 40
PWANI,RUFIJI,MGOMBA,IKWIRIRI,S.436,S0702,GOVERNMENT,110,113,117,106,73,91,47,71,,,,,347,381,10,23,10,23,22.1,22.1,48,4.475,8,9,2769,3204,MORE THAN 40
KAGERA,BUKOBA,KAAGYA,ST. CECILIA,S.4360,S4769,NON-GOVERNMENT,4,5,18,10,10,12,7,14,,,,,39,41,7,3,4,3,8.0,11.4,100,3.7198,6,5,241,121,LESS THAN 40
KAGERA,MULEBA,MULEBA,ST. ACHILLEUS KIWANUKA KIJWIRE,S.4361,S4515,NON-GOVERNMENT,22,22,22,25,32,32,29,35,11,4,,,116,118,17,1,8,1,13.0,26.0,100,3.0436,5,5,248,252,MORE THAN 40
DAR ES SALAAM,UBUNGO,MSIGANI,BRILLIANT,S.4362,S4543,NON-GOVERNMENT,18,15,23,27,43,29,88,96,,,,,172,167,15,3,10,3,18.8,26.1,89,3.9639,6,5,949,424,MORE THAN 40
KIGOMA,KIGOMA/UJIJI MC,MWANGA KASKAZINI,ST. JAMES KIGOMA,S.4363,S4516,NON-GOVERNMENT,44,37,54,42,68,57,51,38,,,,,217,174,13,5,4,4,21.7,48.9,100,3.3058,5,6,357,490,MORE THAN 40
ARUSHA,MONDULI,LASHAINE,ORKEESWA,S.4364,S4514,NON-GOVERNMENT,17,24,7,17,18,10,8,18,14,14,6,5,70,88,11,2,11,2,12.2,12.2,100,3.031,5,5,75,98,LESS THAN 40
DAR ES SALAAM,ILALA MC,PUGU STATION,HIGHVIEW,S.4365,S4518,NON-GOVERNMENT,50,51,62,55,75,61,35,53,,,,,222,220,22,4,19,4,17.0,19.2,96,3.4595,5,6,429,559,MORE THAN 40
PWANI,KIBAHA TC,MBWAWA,MBWAWA,S.4366,S4545,NON-GOVERNMENT,20,9,14,7,35,25,47,37,,,,,116,78,11,2,5,1,14.9,32.3,99,3.5922,6,6,508,518,MORE THAN 40
MBEYA,MBEYA CC,IWAMBI,SINAI,S.4367,S4633,NON-GOVERNMENT,9,9,18,21,19,34,36,30,3,0,9,9,94,103,15,3,13,1,10.9,14.1,94,3.7097,6,6,603,460,MORE THAN 40
MWANZA,MWANZA CC,BUHONGWA,MESSA,S.4368,S4575,NON-GOVERNMENT,40,54,72,63,89,60,68,81,55,10,23,1,347,269,21,2,20,1,26.8,29.3,100,2.9286,4,4,209,222,MORE THAN 40
KATAVI,NSIMBO,KATUMBA,KATUMBA,S.437,S0735,GOVERNMENT,114,118,170,162,120,112,106,76,,,,,510,468,18,5,18,4,42.5,44.5,60,4.3665,8,8,2325,2108,MORE THAN 40
MWANZA,MISUNGWI,USAGARA,NYASHISHI,S.4370,S4561,NON-GOVERNMENT,7,6,21,20,36,28,20,18,,,,,84,72,10,1,10,1,14.2,14.2,94,3.8631,6,6,776,463,MORE THAN 40
MANYARA,KITETO,MAGUNGU,MAGUNGU,S.4371,S4570,GOVERNMENT,25,44,32,48,14,15,15,0,,,,,86,107,12,3,12,3,12.9,12.9,63,4.423,8,9,1147,996,LESS THAN 40
MANYARA,KITETO,KIJUNGU,KIJUNGU,S.4372,S4571,GOVERNMENT,16,21,35,35,5,10,10,3,,,,,66,69,10,4,10,4,9.6,9.6,60,3.7858,6,7,284,433,LESS THAN 40
KIGOMA,KIGOMA/UJIJI MC,BUHANDA,BUHANDA,S.4373,S4558,GOVERNMENT,64,72,32,57,28,27,31,25,,,,,155,181,24,6,24,6,11.2,11.2,74,4.1766,7,8,1554,2678,MORE THAN 40
NJOMBE,NJOMBE TC,RAMADHANI,AGNES TRUST,S.4374,S4552,NON-GOVERNMENT,10,30,26,24,21,33,38,28,,,,,95,115,8,7,8,7,14.0,14.0,100,3.2985,5,5,352,245,MORE THAN 40
PWANI,KIBAHA TC,MAILIMOJA,GILI,S.4375,S4565,NON-GOVERNMENT,0,70,0,79,0,45,0,35,,,,,0,229,9,8,8,8,13.5,14.3,100,2.0861,3,3,15,31,LESS THAN 40
KILIMANJARO,MOSHI,KINDI,ST. MARIE EUGENE,S.4376,S4569,NON-GOVERNMENT,0,90,0,89,0,79,0,74,0,57,0,32,0,421,56,34,56,34,4.7,4.7,100,1.9615,2,3,25,40,MORE THAN 40
ARUSHA,NGORONGORO,SALE,SALE,S.4377,S4599,GOVERNMENT,63,77,50,66,57,46,42,28,,,,,212,217,16,6,16,6,19.5,19.5,95,3.7576,6,6,653,774,MORE THAN 40
ARUSHA,MERU,POLI,HENRY GOGATY,S.4378,S4554,NON-GOVERNMENT,0,98,0,121,0,100,0,111,,,,,0,430,19,4,17,4,18.7,20.5,100,2.2045,3,3,52,51,MORE THAN 40
MWANZA,MISUNGWI,USAGARA,IPWAGA,S.4379,S4572,NON-GOVERNMENT,24,31,34,32,33,24,34,28,,,,,125,115,12,1,12,1,18.5,18.5,100,3.0236,5,4,243,117,MORE THAN 40
TABORA,IGUNGA,NANGA,NANGA,S.438,S0744,GOVERNMENT,58,83,68,67,34,58,43,52,41,79,0,35,244,374,17,10,8,1,22.9,68.7,91,3.7634,6,7,662,1097,MORE THAN 40
KILIMANJARO,MOSHI,KILEMA KUSINI,ROYAL,S.4380,S4568,NON-GOVERNMENT,14,12,16,16,19,11,12,13,,,,,61,52,6,2,6,2,14.1,14.1,100,3.1139,5,5,88,91,LESS THAN 40
MWANZA,MWANZA CC,LUCHELELE,FAMGI BOYS,S.4381,S4706,NON-GOVERNMENT,80,0,65,0,53,0,49,0,,,,,247,0,8,2,8,2,24.7,24.7,100,2.3105,3,3,71,66,MORE THAN 40
DAR ES SALAAM,UBUNGO,KIMARA,MAKANGE,S.4382,S4563,NON-GOVERNMENT,12,16,12,23,16,30,29,29,,,,,69,98,7,4,3,1,15.2,41.8,66,4.2237,7,7,1741,1156,MORE THAN 40
MANYARA,MBULU,HAYDOM,MAMAKARI,S.4383,S4580,GOVERNMENT,51,106,51,76,40,73,26,40,,,,,168,295,13,6,13,6,24.4,24.4,78,4.1617,7,7,1506,1580,MORE THAN 40
DAR ES SALAAM,ILALA MC,GEREZANI,DAR ES SALAAM ISLAMIC SEMINARI (GIRLS),S.4384,S4592,NON-GOVERNMENT,40,70,0,174,60,84,60,114,,,,,160,442,23,5,21,2,21.5,26.2,94,3.8563,6,7,769,1564,MORE THAN 40
KIGOMA,KIGOMA,MWANDIGA,KIMWA GIRLS' ISLAMIC SEMINARI,S.4385,S4591,NON-GOVERNMENT,0,18,0,16,0,27,0,17,,,,,0,78,5,0,5,0,15.6,15.6,100,4.004,7,7,494,645,LESS THAN 40
MWANZA,UKEREWE,NAKATUNGURU,NAKATUNGURU,S.4387,S4590,GOVERNMENT,47,32,85,84,71,45,81,42,,,,,284,203,17,12,17,12,16.8,16.8,79,4.1065,7,8,1326,2167,MORE THAN 40
KILIMANJARO,MOSHI MC,NG’AMBO,ZACHARIA,S.4389,,NON-GOVERNMENT,,,,,,,,,21,5,19,6,40,11,4,6,4,1,5.1,10.2,,,,,,,
NJOMBE,NJOMBE TC,KIFANYA,KIFANYA,S.439,S0655,GOVERNMENT,102,79,56,81,31,67,24,58,,,,,213,285,27,14,27,14,12.1,12.1,98,3.8842,6,7,806,1081,MORE THAN 40
SHINYANGA,KAHAMA TC,KINAGA,KINAGA,S.4390,S4610,GOVERNMENT,36,21,24,42,23,20,15,11,,,,,98,94,16,5,16,5,9.1,9.1,88,3.9958,6,6,1022,347,MORE THAN 40
MARA,TARIME TC,NYANDOTO,ANGEL HOUSE,S.4391,S4638,NON-GOVERNMENT,39,24,62,42,50,39,35,21,,,,,186,126,13,2,12,1,20.8,24.0,100,2.9315,4,4,212,164,MORE THAN 40
DAR ES SALAAM,KINONDONI MC,WAZO,GREEN LIGHT,S.4392,S4657,NON-GOVERNMENT,0,51,0,78,0,44,0,64,,,,,0,237,18,3,18,3,11.3,11.3,100,2.6052,4,3,42,29,LESS THAN 40
ARUSHA,MERU,KING'ORI,CANAL LAND,S.4393,S5037,NON-GOVERNMENT,0,29,0,17,0,30,0,41,,,,,0,117,9,1,8,1,11.7,13.0,100,3.1427,5,4,286,60,MORE THAN 40
SIMIYU,BARIADI TC,SIMA,KUSEKWA MEMORIAL,S.4394,S5375,NON-GOVERNMENT,49,82,70,63,51,61,33,18,,,,,203,224,23,2,13,0,17.1,32.8,100,3.0582,5,4,253,70,MORE THAN 40
MBEYA,MBEYA CC,ILOMBA,JIFUNZENI,S.4395,S4628,NON-GOVERNMENT,50,60,65,74,50,70,66,62,4,11,,,235,277,24,4,19,3,18.3,23.3,100,3.1821,5,4,302,221,MORE THAN 40
MANYARA,HANANG,MOGITU,BAMA,S.4396,S4608,NON-GOVERNMENT,25,50,0,76,0,57,0,42,,,,,25,225,9,4,3,4,19.2,35.7,100,3.1828,5,5,303,307,MORE THAN 40
PWANI,CHALINZE,LUGOBA,MORETO,S.4397,S4285,GOVERNMENT,48,49,43,45,35,27,31,37,,,,,157,158,17,17,16,17,9.3,9.5,53,4.4326,8,9,2607,3296,MORE THAN 40
PWANI,CHALINZE,BWILINGU,MDAULA,S.4398,S4941,GOVERNMENT,56,59,51,69,39,47,49,47,,,,,195,222,16,20,16,20,11.6,11.6,68,4.1155,7,7,1357,1124,MORE THAN 40
PWANI,CHALINZE,MSOGA,MBOGA,S.4399,S4942,GOVERNMENT,75,70,63,89,31,49,37,29,,,,,206,237,17,18,16,18,12.7,13.0,56,4.3657,8,9,2320,2884,MORE THAN 40
IRINGA,IRINGA,IFUNDA,IFUNDA TECHNICAL,S.44,S0108,GOVERNMENT,160,0,186,0,168,0,158,0,257,128,294,124,1223,252,50,18,49,18,21.7,22.0,97,3.2428,5,5,330,317,MORE THAN 40
KILIMANJARO,MOSHI MC,SOWETO,KILIMANJARO ACADEMY,S.440,S0236,NON-GOVERNMENT,6,11,7,21,4,32,3,34,,,,,20,98,17,1,15,0,6.6,7.9,100,3.4518,5,5,142,409,LESS THAN 40
PWANI,CHALINZE,KIMANGE,KIMANGE,S.4400,S5134,GOVERNMENT,55,48,44,31,34,23,23,18,,,,,156,120,9,15,9,15,11.5,11.5,40,4.6543,9,9,3205,3090,MORE THAN 40
IRINGA,KILOLO,IHIMBO,JAMES KILOLO,S.4401,S4623,NON-GOVERNMENT,71,48,33,24,50,24,29,21,24,21,,,207,138,13,7,11,7,17.3,19.2,100,2.6541,4,3,143,111,MORE THAN 40
MBEYA,MBARALI,CHIMALA,HERRING CHRISTIAN,S.4402,S4620,NON-GOVERNMENT,19,22,22,12,20,9,34,22,,,,,95,65,9,2,5,2,14.5,22.9,92,3.4398,5,5,415,400,MORE THAN 40
MTWARA,MTWARA MIKINDANI MC,CHUNO,CALL AND VISION,S.4403,S4619,NON-GOVERNMENT,63,77,48,22,42,15,36,33,,,,,189,147,12,4,10,4,21.0,24.0,100,3.0982,5,5,268,299,MORE THAN 40
MANYARA,KITETO,KALOLENI,BWAKALO,S.4404,S3477,GOVERNMENT,67,101,79,97,50,56,39,28,,,,,235,282,12,12,12,12,21.5,21.5,46,4.4773,8,9,2778,2889,MORE THAN 40
NJOMBE,NJOMBE TC,IHANGA,ANNE MAKINDA,S.4405,S5093,GOVERNMENT,0,103,0,99,0,104,0,73,,,,,0,379,12,8,12,8,19.0,19.0,100,3.157,5,5,292,242,MORE THAN 40
RUVUMA,MBINGA,RUANDA,ST. LUKE,S.4406,S4622,NON-GOVERNMENT,4,12,9,4,9,7,11,12,,,,,33,35,5,0,3,0,13.6,22.7,72,4.313,8,7,993,372,LESS THAN 40
KAGERA,BUKOBA MC,IJUGANYONDO,KAIZIREGE,S.4407,S4631,NON-GOVERNMENT,166,88,141,86,180,107,94,80,146,108,68,43,795,512,45,17,45,17,21.1,21.1,100,2.1935,3,1,50,1,MORE THAN 40
MWANZA,MAGU,BUJORA,KASSA CHARITY,S.4408,S4408,NON-GOVERNMENT,21,27,27,35,35,43,46,52,,,,,129,157,19,4,8,4,12.4,23.8,100,3.3578,5,4,377,215,MORE THAN 40
IRINGA,MUFINDI,MBALAMAZIWA,MUFINDI GIRLS,S.4409,S4905,NON-GOVERNMENT,0,120,0,87,0,83,0,63,,,,,0,353,12,3,10,2,23.5,29.4,100,2.7249,4,4,163,142,MORE THAN 40
IRINGA,MUFINDI,KIBENGU,KIBENGU,S.441,S0659,GOVERNMENT,39,67,54,55,24,50,23,45,,,,,140,217,12,10,12,9,16.2,17.0,80,4.2081,7,7,1673,1310,MORE THAN 40
KAGERA,MISSENYI,KASSAMBYA,GABULANGA,S.4410,S4643,GOVERNMENT,79,83,56,72,44,49,36,33,,,,,215,237,13,9,13,9,20.5,20.5,89,3.9388,6,7,897,1748,MORE THAN 40
PWANI,KISARAWE,KURUI,KURUI,S.4411,S4974,GOVERNMENT,28,31,17,27,10,13,14,11,,,,,69,82,15,4,15,4,7.9,7.9,35,4.6706,9,10,1386,3448,LESS THAN 40
DAR ES SALAAM,ILALA MC,TABATA,TUSHIKAMANE CARE,S.4412,S4496,NON-GOVERNMENT,16,18,4,10,13,15,7,9,,,,,40,52,7,2,5,2,10.2,13.1,50,4.4421,8,6,1179,822,LESS THAN 40
ARUSHA,ARUSHA CC,SOKON I,MURIET,S.4414,S4970,GOVERNMENT,223,198,188,228,122,125,94,138,,,,,627,689,20,25,20,25,29.2,29.2,84,4.0156,7,8,1086,2285,MORE THAN 40
ARUSHA,ARUSHA CC,ENGUTOTO,KORONA,S.4415,S5126,GOVERNMENT,37,42,12,9,,,10,10,,,,,59,61,12,5,11,5,7.1,7.5,21,4.7295,10,10,1406,3450,LESS THAN 40
NJOMBE,NJOMBE TC,RAMADHANI,SYMBIOSIS,S.4416,S4641,NON-GOVERNMENT,,,17,2,4,4,4,11,,,,,25,17,6,1,4,1,6.0,8.4,100,3.2313,5,6,98,170,LESS THAN 40
RUVUMA,NAMTUMBO,RWINGA,PAMOJA,S.4417,,GOVERNMENT,,,,,,,,,151,0,82,0,233,0,14,6,14,6,11.7,11.7,,,,,,,
ARUSHA,ARUSHA,KISONGO,ST. THADEUS,S.4418,S4648,NON-GOVERNMENT,17,13,22,18,33,20,26,16,,,,,98,67,9,7,8,7,10.3,11.0,100,3.2493,5,6,99,176,LESS THAN 40
KAGERA,KARAGWE,KANONI,RWAMBAIZI,S.442,S0654,GOVERNMENT,103,136,74,110,57,59,48,67,,,,,282,372,29,11,23,9,16.4,20.4,57,4.433,8,8,2610,2622,MORE THAN 40
ARUSHA,ARUSHA,MLANGARINI,MWEDO,S.4420,S4678,NON-GOVERNMENT,0,48,0,35,0,29,0,61,,,,,0,173,7,5,7,5,14.4,14.4,96,3.4991,5,5,455,261,MORE THAN 40
RUVUMA,SONGEA MC,MSAMALA,SKILL PATH,S.4422,S4665,NON-GOVERNMENT,69,22,22,25,28,24,17,23,,,,,136,94,8,3,8,3,20.9,20.9,,,,,,,
KILIMANJARO,SAME,NDUNGU,LONAT,S.4423,S5022,NON-GOVERNMENT,10,10,23,18,16,16,17,23,,,,,66,67,10,0,10,0,13.3,13.3,88,3.916,6,6,858,623,MORE THAN 40
KIGOMA,KASULU TC,NYANSHA,WESTERN TANGANYIKA,S.4424,S4673,NON-GOVERNMENT,14,14,28,27,34,47,64,46,,,,,140,134,14,2,0,0,17.1,#DIV/0!,98,3.7006,6,4,596,186,MORE THAN 40
TABORA,NZEGA TC,NZEGA MJINI MAGHARIBI,QUEEN OF PEACE GIRLS',S.4425,S4969,NON-GOVERNMENT,0,176,0,132,0,79,0,70,,,,,0,457,11,2,7,1,35.2,57.1,100,2.4147,3,4,92,129,MORE THAN 40
KAGERA,BUKOBA MC,KIBETA,KAJUMULO ALEXANDER GIRLS',S.4426,,NON-GOVERNMENT,0,39,0,16,0,32,0,32,0,35,0,44,0,198,15,5,15,5,9.9,9.9,,,,,,,
ARUSHA,ARUSHA,SAMBASHA,TIMBOLO BAPTIST,S.4427,S4685,NON-GOVERNMENT,4,5,18,21,13,12,24,37,,,,,59,75,8,3,2,3,12.2,26.8,57,4.3437,8,6,2239,617,MORE THAN 40
MOROGORO,MOROGORO,KIBOGWA,KIBOGWA,S.4428,S4728,GOVERNMENT,23,18,16,19,9,8,10,5,,,,,58,50,9,1,9,1,10.8,10.8,29,4.7411,10,7,1407,612,LESS THAN 40
MWANZA,ILEMELA MC,ILEMELA,MORNING STAR,S.4429,S3268,NON-GOVERNMENT,72,72,48,40,30,36,40,29,,,,,190,177,15,5,11,4,18.4,24.5,100,2.1765,3,2,47,28,MORE THAN 40
MOROGORO,KILOSA,MABWEREBWERE,MKONO WA MARA,S.443,S0525,NON-GOVERNMENT,4,13,12,9,18,8,10,16,,,,,44,46,7,1,6,1,11.3,12.9,74,4.4114,8,9,1133,3258,LESS THAN 40
MOROGORO,MOROGORO MC,KIHONDA,SEGA GIRLS',S.4430,S5054,NON-GOVERNMENT,0,56,0,60,0,34,0,35,,,,,0,185,10,3,8,3,14.2,16.8,100,3.6089,6,6,182,254,LESS THAN 40
TANGA,TANGA CC,MSAMBWENI,MSAMBWENI,S.4431,S4663,GOVERNMENT,51,53,113,57,53,53,26,44,,,,,243,207,13,15,13,15,16.1,16.1,51,4.5162,9,8,2911,2039,MORE THAN 40
RUVUMA,TUNDURU,MUHUWESI,MUHUWESI,S.4434,S4699,NON-GOVERNMENT,39,0,43,0,35,0,28,0,,,,,145,0,13,1,12,1,10.4,11.2,100,3.0074,5,4,71,55,LESS THAN 40
RUVUMA,MADABA,MAHANJE,MAHANJE,S.4435,S4671,GOVERNMENT,51,41,43,43,20,14,20,24,,,,,134,122,15,4,15,4,13.5,13.5,61,4.4561,8,8,1194,2094,LESS THAN 40
SONGWE,MBOZI,MLOWO,NDYUDA,S.4436,S4803,NON-GOVERNMENT,58,59,111,129,88,102,92,98,75,19,24,6,448,413,32,5,32,5,23.3,23.3,88,3.8096,6,6,717,575,MORE THAN 40
